,Population,Region,Region2,WolfID,WolfID_2,unpublished.vs.published,Estimation_Method,Date_median,Date_lowerrange,Date_upperrange,Lat,Lat,Long,DOY,originalDOY,originalMatingDate,Annual_Mean_Temperature_bio1,Mean_Diurnal_Range_BIO2,Temperature_Annual_Range_BIO7,Mean_Temperature_of_Wettest_Quarter_BIO8,Mean_Temperature_of_Driest_Quarter_bio9,Mean_Temperature_of_Warmest_Quarter_BIO10,Mean_Temperature_of_Coldest_Quarter_bio11,Annual_Precipitation,Precipitation_Seasonality,day_change_rate_mating,originalMatingDate_5days_before,originalMatingDate_5days_after,daylength_5_days_before,daylength_5_days_after,mating_daylength_change,PC1,PC2,daylength_original_matingdate,mean_ndvi,sd_ndvi
128,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-26,,unpublished,GPS,4/23/07,,,52.9705483,52,-117.69928,174,114,49,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.456573113,44,54,9.438505595,10.10242347,0.663917872,0.550878777,-0.457964579,9.76600873,0.419786957,0.300473917
129,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-26,,unpublished,GPS,4/24/09,,,52.9705483,52,-117.69928,176,116,51,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.459081157,46,56,9.568293893,10.23902158,0.67072769,0.550878777,-0.457964579,9.899625803,0.419786957,0.300473917
130,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-26,,unpublished,GPS,4/26/10,,,52.9705483,52,-117.69928,177,117,52,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.46367539,47,57,9.633813492,10.30769689,0.673883403,0.550878777,-0.457964579,9.966924852,0.419786957,0.300473917
131,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-27,,unpublished,GPS,4/23/00,,,52.9705483,52,-117.69928,174,114,49,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.459081157,44,54,9.438505595,10.10242347,0.663917872,0.550878777,-0.457964579,9.76600873,0.419786957,0.300473917
132,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-28,,unpublished,GPS,4/30/07,,,52.9705483,52,-117.69928,181,121,56,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.471334424,51,61,9.899625803,10.58459459,0.684968785,0.550878777,-0.457964579,10.23902158,0.419786957,0.300473917
133,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-28,,unpublished,GPS,4/15/09,,,52.9705483,52,-117.69928,167,107,42,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.430639369,37,47,8.999568209,9.633813492,0.634245283,0.550878777,-0.457964579,9.310518787,0.419786957,0.300473917
134,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-28,,unpublished,GPS,4/5/10,,,52.9705483,52,-117.69928,156,96,31,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.379899936,26,36,8.373903393,8.939109483,0.56520609,0.550878777,-0.457964579,8.64686337,0.419786957,0.300473917
135,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-29,,unpublished,GPS,4/19/06,,,52.9705483,52,-117.69928,170,110,45,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.444994466,40,50,9.184502588,9.832648214,0.648145626,0.550878777,-0.457964579,9.503184734,0.419786957,0.300473917
136,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-29,,unpublished,GPS,4/22/07,,,52.9705483,52,-117.69928,173,113,48,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.453916554,43,53,9.374276672,10.03452926,0.66025259,0.550878777,-0.457964579,9.699724562,0.419786957,0.300473917
137,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-29,,unpublished,GPS,4/26/09,,,52.9705483,52,-117.69928,178,118,53,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.46367539,48,58,9.699724562,10.37660477,0.676880207,0.550878777,-0.457964579,10.03452926,0.419786957,0.300473917
138,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-29,,unpublished,GPS,4/28/10,,,52.9705483,52,-117.69928,179,119,54,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.467745262,49,59,9.76600873,10.44573207,0.679723341,0.550878777,-0.457964579,10.10242347,0.419786957,0.300473917
139,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-30,,unpublished,GPS,4/18/04,,,52.9705483,52,-117.69928,169,109,44,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.444994466,39,49,9.122289097,9.76600873,0.643719633,0.550878777,-0.457964579,9.438505595,0.419786957,0.300473917
89,Alaska-Canada,NorthAmerica,NorthAmerica,Alaska-8,,unpublished,GPS,4/27/20,,,55.43,55,-131.38,178,118,53,6.587500095,6.591666698,21.10000038,3.266666651,11.80000019,13.60000038,0.283333331,3205,35.24559784,-0.515700289,48,58,9.473908906,10.22010077,0.746191867,-1.680167716,1.117607422,9.843465043,0.556721739,0.229803347
82,Alaska-Canada,NorthAmerica,NorthAmerica,Alaska-1,,unpublished,GPS,4/21/16,,,55.75,55,-132.52,172,112,47,6.208333492,6.75,21.60000038,3.299999952,11.28333378,13.03333378,-0.183333337,3284,36.39463425,-0.508953685,42,52,9.005314202,9.741229407,0.735915205,-1.64602662,1.1563383,9.36841834,0.713008696,0.208483705
84,Alaska-Canada,NorthAmerica,NorthAmerica,Alaska-3,,unpublished,GPS,4/20/17,,,55.75,55,-132.52,172,112,47,6.208333492,6.75,21.60000038,3.299999952,11.28333378,13.03333378,-0.183333337,3284,36.39463425,-0.503193103,42,52,9.005314202,9.741229407,0.735915205,-1.64602662,1.1563383,9.36841834,0.713008696,0.208483705
85,Alaska-Canada,NorthAmerica,NorthAmerica,Alaska-4,,unpublished,GPS,5/9/14,,,55.76,55,-132.7,190,130,65,6.387499809,6.691666603,21.60000038,3.366666555,11.58333302,13.28333282,-0.116666675,3356,36.6888504,-0.536520242,60,70,10.35177179,11.13210562,0.780333824,-1.482867789,0.989214425,10.7403192,0.610721739,0.267303991
140,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-31,,unpublished,GPS,4/24/07,,,55.8598838,55,-112.96679,175,115,50,0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,-0.516418783,45,55,9.20984616,9.960009654,0.750163493,0.890692889,-1.532065261,9.580790424,0.3816,0.303776841
141,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-32,,unpublished,GPS,4/3/07,,,55.8598838,55,-112.96679,154,94,29,0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,-0.420453742,24,34,7.806793757,8.435725727,0.62893197,0.890692889,-1.532065261,8.110239233,0.3816,0.303776841
142,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-33,,unpublished,GPS,5/14/06,,,55.8598838,55,-112.96679,195,135,70,0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,-0.541706311,65,75,10.73554234,11.52419993,0.788657593,0.890692889,-1.532065261,11.12883033,0.3816,0.303776841
143,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-33,,unpublished,GPS,5/10/07,,,55.8598838,55,-112.96679,191,131,66,0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,-0.539349477,61,71,10.42317268,11.20777122,0.784598539,0.890692889,-1.532065261,10.81398123,0.3816,0.303776841
144,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-34,,unpublished,GPS,5/2/06,,,55.8598838,55,-112.96679,183,123,58,0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,-0.531192243,53,63,9.807467399,10.57905959,0.771592189,0.890692889,-1.532065261,10.19065532,0.3816,0.303776841
145,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-35,,unpublished,GPS,4/22/07,,,55.8598838,55,-112.96679,173,113,48,0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,-0.511333914,43,53,9.064319571,9.807467399,0.743147828,0.890692889,-1.532065261,9.431292569,0.3816,0.303776841
146,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-36,,unpublished,GPS,4/24/06,,,55.8598838,55,-112.96679,175,115,50,0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,-0.516418783,45,55,9.20984616,9.960009654,0.750163493,0.890692889,-1.532065261,9.580790424,0.3816,0.303776841
147,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-37,,unpublished,GPS,4/14/06,,,55.8598838,55,-112.96679,165,105,40,0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,-0.483671456,35,45,8.503095499,9.20984616,0.706750662,0.890692889,-1.532065261,8.849632482,0.3816,0.303776841
83,Alaska-Canada,NorthAmerica,NorthAmerica,Alaska-2,,unpublished,GPS,4/28/13,,,55.87,55,-133.09,180,120,55,6.670833111,6.025000095,19.5,3.716666698,11.5,13.16666698,0.816666663,3525,37.2774353,-0.525030049,50,60,9.579838573,10.34484101,0.765002433,-1.827609349,1.171944228,9.959215047,0.599647826,0.207314532
68,Sweden,Europe,Europe,Hakan-12,,unpublished,GPS,5/10/10,,,57.174,57,15.917,191,131,66,6.387499809,9.108333588,28.10000038,14.19999981,1.049999952,15.3166666,-1.633333325,554,20.47253418,-0.567808309,61,71,10.34131574,11.16711943,0.825803683,-1.311228036,0.400093276,10.75282745,0.686443478,0.198403136
88,Alaska-Canada,NorthAmerica,NorthAmerica,Alaska-7,,unpublished,GPS,5/2/19,,,58.85,58,-134.81,183,123,58,3.941666842,7.383333206,27.90000153,4.216666698,8.016666412,13.08333302,-5.25,1237,38.45139313,-0.601023371,53,63,9.531212449,10.40351414,0.872301686,-0.512980081,0.490224703,9.965153924,0.269434783,0.346933286
86,Alaska-Canada,NorthAmerica,NorthAmerica,Alaska-5,,unpublished,GPS,5/3/18,,,58.91,58,-134.92,184,124,59,4.391666889,7.516666889,27.90000153,4.583333492,8.583333015,13.58333302,-4.766666889,1210,39.88853073,-0.603642858,54,64,9.611734253,10.48797078,0.876236525,-0.734807407,0.506994552,10.04780257,0.057252174,0.31030606
87,Alaska-Canada,NorthAmerica,NorthAmerica,Alaska-6,,unpublished,GPS,5/5/19,,,58.91,58,-134.92,186,126,61,4.391666889,7.516666889,27.90000153,4.583333492,8.583333015,13.58333302,-4.766666889,1210,39.88853073,-0.605523853,56,66,9.78557408,10.66489009,0.879316011,-0.734807407,0.506994552,10.22345639,0.057252174,0.31030606
75,Sweden,Europe,Europe,Hakan-19,,unpublished,GPS,4/27/10,,,59.536,59,14.438,178,118,53,4.966666698,7.816666603,28.30000114,13.36666679,-0.616666675,14.61666679,-3.883333445,800,23.74865532,-0.612502729,48,58,9.019233237,9.907579167,0.88834593,-0.921140611,0.302836433,9.4605047,0.667326087,0.236358515
65,Sweden,Europe,Europe,Hakan-9,,unpublished,GPS,4/28/05,,,59.576,59,14.033,180,120,55,5.004166603,8.358333588,29.20000076,13.48333359,-0.633333385,14.8166666,-4.183333397,766,23.50105858,-0.615149716,50,60,9.190218884,10.08452001,0.894301131,-1.007325269,0.351549576,9.634839728,0.561817391,0.200378496
76,Sweden,Europe,Europe,Hakan-20,,unpublished,GPS,4/24/10,,,59.593,59,18.415,175,115,50,5.974999905,7.233333111,27.29999924,14.3166666,0.150000006,15.38333321,-2.333333254,587,31.60013008,-0.608646938,45,55,8.750260152,9.633178353,0.882918202,-1.400187476,0.236206177,9.188217559,0.681582609,0.170908207
60,Sweden,Europe,Europe,Hakan-4,,unpublished,GPS,5/5/03,,,59.614,59,12.001,186,126,61,4.637500286,7.391666889,27.29999924,4.683333397,-0.799999952,14.01666641,-3.900000095,865,24.3336544,-0.623857316,56,66,9.720858507,10.62661203,0.905753527,-1.019837875,1.010831611,10.17209466,0.740226087,0.171223754
74,Sweden,Europe,Europe,Hakan-18,,unpublished,GPS,4/28/10,,,59.844,59,15.232,179,119,54,4.200000286,8.166666985,29,12.53333378,-1.51666677,14.01666641,-4.716666698,826,23.67070961,-0.622617017,49,59,9.069152028,9.97207883,0.902926802,-0.808513797,0.403476315,9.51798361,0.599313043,0.21776622
73,Sweden,Europe,Europe,Hakan-17,,unpublished,GPS,4/27/09,,,59.955,59,15.233,179,119,54,4.112500191,8.241666794,29.39999962,12.5,-1.700000048,13.98333359,-4.900000095,826,23.89020348,-0.624277089,49,59,9.055347655,9.962782979,0.907435324,-0.425397896,0.135767038,9.506465587,0.518613043,0.319428953
62,Sweden,Europe,Europe,Hakan-6,,unpublished,GPS,4/27/04,,,60.119,60,13.315,178,118,53,3.733333349,9.75,32,12.60000038,-1.866666436,14.16666698,-6.533333302,747,27.91125488,-0.630437179,48,58,8.944636712,9.856673411,0.912036699,-0.593816035,0.210490262,9.397923641,0.622395652,0.21721425
66,Sweden,Europe,Europe,Hakan-10,,unpublished,GPS,5/1/08,,,60.177,60,14.064,182,122,57,3.179166555,9.258333206,31.09999847,13.23333359,-2.433333397,13.23333359,-6.266666889,891,23.78649712,-0.636710829,52,62,9.300169861,10.22225993,0.922090071,-0.225214357,0.109502753,9.759167305,0.475508696,0.309158601
67,Sweden,Europe,Europe,Hakan-11,,unpublished,GPS,5/1/09,,,60.201,60,14.101,183,123,58,3.549999952,9.649999619,31.89999962,13.75,-2.099999905,13.75,-6.199999809,826,25.44690514,-0.636397742,53,63,9.388928741,10.31358577,0.924657032,-0.413239835,0.102653294,9.849360708,0.519595652,0.265263527
57,Sweden,Europe,Europe,Hakan-1,,unpublished,GPS,5/5/02,,,60.226,60,14.041,186,126,61,3.158333302,9.449999809,31.5,13.3166666,-2.533333302,13.3166666,-6.416666508,859,24.72562218,-0.640519358,56,66,9.662210818,10.59197897,0.929768148,-0.42752498,0.227804254,10.1255915,0.5523,0.244316248
72,Sweden,Europe,Europe,Hakan-16,,unpublished,GPS,5/1/07,,,60.315,60,12.653,182,122,57,3.545833349,9.175000191,31,13.6833334,-2.050000191,13.6833334,-6.099999905,838,24.55477142,-0.639647619,52,62,9.284365577,10.21210862,0.927743042,-0.545194242,0.225326282,9.746228982,0.653508696,0.237728621
61,Sweden,Europe,Europe,Hakan-5,,unpublished,GPS,4/25/04,,,60.316,60,13.644,176,116,51,3.112499952,10.02499962,32.69999695,13.48333263,-2.533333302,13.48333263,-6.966666698,785,26.07427597,-0.633187522,46,56,8.73771676,9.653389056,0.915672296,-0.452771902,0.207291654,9.192496378,0.631056522,0.219003617
233,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-67,,unpublished,GPS,5/1/09,,,60.4952859,60,-154.5812,183,123,58,-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,-0.644843312,53,63,9.356241749,10.29297623,0.93673448,0.45888573,0.170960605,9.822795508,0.069417391,0.252501454
234,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-67,,unpublished,GPS,5/4/10,,,60.4952859,60,-154.5812,185,125,60,-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,-0.647393383,55,65,9.542336663,10.48178692,0.939450258,0.45888573,0.170960605,10.01050688,0.069417391,0.252501454
235,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-67,,unpublished,GPS,4/29/11,,,60.4952859,60,-154.5812,180,120,55,-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,-0.64266305,50,60,9.078690523,10.01050688,0.931816359,0.45888573,0.170960605,9.542336663,0.069417391,0.252501454
236,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-68,,unpublished,GPS,5/12/10,,,60.4952859,60,-154.5812,193,133,68,-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,-0.651122673,63,73,10.29297623,11.23976422,0.946787991,0.45888573,0.170960605,10.76559586,0.069417391,0.252501454
237,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-68,,unpublished,GPS,5/7/12,,,60.4952859,60,-154.5812,188,128,63,-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,-0.649716469,58,68,9.822795508,10.76559586,0.942800348,0.45888573,0.170960605,10.29297623,0.069417391,0.252501454
238,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-69,,unpublished,GPS,5/23/09,,,60.4952859,60,-154.5812,205,145,80,-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,-0.65227587,75,85,11.42970725,12.38024958,0.950542327,0.45888573,0.170960605,11.90492751,0.069417391,0.252501454
239,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-69,,unpublished,GPS,5/14/12,,,60.4952859,60,-154.5812,195,135,70,-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,-0.651743272,65,75,10.48178692,11.42970725,0.947920332,0.45888573,0.170960605,10.95511931,0.069417391,0.252501454
240,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-70,,unpublished,GPS,4/21/09,,,60.4952859,60,-154.5812,173,113,48,-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,-0.628736104,43,53,8.440871739,9.356241749,0.91537001,0.45888573,0.170960605,8.894901349,0.069417391,0.252501454
241,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-70,,unpublished,GPS,4/19/10,,,60.4952859,60,-154.5812,170,110,45,-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,-0.623580244,40,50,8.173070078,9.078690523,0.905620445,0.45888573,0.170960605,8.621447113,0.069417391,0.252501454
242,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-71,,unpublished,GPS,5/16/13,,,60.4952859,60,-154.5812,198,138,73,-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,-0.651886523,68,78,10.76559586,11.71479865,0.949202791,0.45888573,0.170960605,11.23976422,0.069417391,0.252501454
243,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-72,,unpublished,GPS,4/16/11,,,60.4952859,60,-154.5812,167,107,42,-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,-0.614238245,37,47,7.909589237,8.803433078,0.89384384,0.45888573,0.170960605,8.351171006,0.069417391,0.252501454
77,Sweden,Europe,Europe,Hakan-21,,unpublished,GPS,5/8/11,,,60.529,60,12.454,189,129,64,2.533333302,9.416666985,32.09999847,12.86666679,-3.099999905,12.86666679,-7.333333492,825,26.18116188,-0.650657942,59,69,9.913648151,10.85875199,0.945103842,-0.136386324,0.116635725,10.38508745,0.444108696,0.288522525
310,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-101,,unpublished,GPS,4/15/17,,,60.8806033,60,-116.11118,167,107,42,-2.899999857,10.9333334,50,12.86666679,-12.4333334,14.13333321,-21.41666603,307,40.49814224,-0.623344044,37,47,7.83742325,8.749404644,0.911981394,1.540722424,-0.846559427,8.288248498,0.200843478,0.265393188
311,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-102,,unpublished,GPS,5/4/17,,,60.8806033,60,-116.11118,186,126,61,-2.899999857,10.9333334,50,12.86666679,-12.4333334,14.13333321,-21.41666603,307,40.49814224,-0.65852679,56,66,9.596839083,10.55343971,0.956600629,1.540722424,-0.846559427,10.07380615,0.200843478,0.265393188
312,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-103,,unpublished,GPS,4/16/17,,,60.8806033,60,-116.11118,168,108,43,-2.899999857,10.9333334,50,12.86666679,-12.4333334,14.13333321,-21.41666603,307,40.49814224,-0.626849702,38,48,7.926598149,8.842611372,0.916013223,1.540722424,-0.846559427,8.379755605,0.200843478,0.265393188
313,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-104,,unpublished,GPS,5/7/16,,,60.8806033,60,-116.11118,188,128,63,-2.899999857,10.9333334,50,12.86666679,-12.4333334,14.13333321,-21.41666603,307,40.49814224,-0.660607635,58,68,9.787232418,10.74581848,0.958586065,1.540722424,-0.846559427,10.26539914,0.200843478,0.265393188
314,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-104,,unpublished,GPS,5/11/17,,,60.8806033,60,-116.11118,193,133,68,-2.899999857,10.9333334,50,12.86666679,-12.4333334,14.13333321,-21.41666603,307,40.49814224,-0.661579027,63,73,10.26539914,11.22765166,0.962252513,1.540722424,-0.846559427,10.74581848,0.200843478,0.265393188
315,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-105,,unpublished,GPS,5/5/16,,,60.8806033,60,-116.11118,186,126,61,-2.899999857,10.9333334,50,12.86666679,-12.4333334,14.13333321,-21.41666603,307,40.49814224,-0.65969641,56,66,9.596839083,10.55343971,0.956600629,1.540722424,-0.846559427,10.07380615,0.200843478,0.265393188
316,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-106,,unpublished,GPS,5/2/16,,,60.8806033,60,-116.11118,183,123,58,-2.899999857,10.9333334,50,12.86666679,-12.4333334,14.13333321,-21.41666603,307,40.49814224,-0.657830835,53,63,9.312456464,10.26539914,0.95294268,1.540722424,-0.846559427,9.787232418,0.200843478,0.265393188
64,Sweden,Europe,Europe,Hakan-8,,unpublished,GPS,5/2/05,,,60.987,60,15.598,184,124,59,3.441666603,8.233333588,30.20000076,12.11666679,-4.966666698,13.5666666,-5.849999905,684,30.44547272,-0.660221967,54,64,9.395248467,10.35403862,0.958790154,-0.464942018,0.15362522,9.873109442,0.645578261,0.245880693
69,Sweden,Europe,Europe,Hakan-13,,unpublished,GPS,4/26/09,,,61.371,61,13.096,178,118,53,1.487500072,10.1916666,33.79999924,10.64999962,-7.483333111,12.23333359,-8.899999619,727,29.81700325,-0.66574147,48,58,8.773967984,9.740634489,0.966666505,0.18390644,0.122704621,9.255037427,0.548826087,0.274453484
80,Sweden,Europe,Europe,Hakan-24,,unpublished,GPS,5/12/14,,,61.418,61,11.188,193,133,68,1.420833349,8.991666794,31.89999962,11.88333321,-4.016666412,11.88333321,-8.733333588,646,36.83573151,-0.677197228,63,73,10.22576583,11.210258,0.984492166,0.053804141,-0.005025343,10.71740885,0.4315,0.292417432
70,Sweden,Europe,Europe,Hakan-14,,unpublished,GPS,4/27/10,,,61.424,61,12.928,178,118,53,1.262500048,10.1916666,33.5,11.88333321,-7.516666889,11.88333321,-8.699999809,764,29.97356224,-0.668745482,48,58,8.766403547,9.735505604,0.969102057,0.225329996,0.048580395,9.248714135,0.565569565,0.287149047
58,Sweden,Europe,Europe,Hakan-2,,unpublished,GPS,5/12/02,,,61.451,61,11.354,193,133,68,1.35833323,9.399999619,32.40000153,11.8166666,-4.150000095,11.8166666,-8.833333015,649,36.18014526,-0.678160225,63,73,10.22328601,11.20917026,0.98588425,-0.036546355,0.09444425,10.71563184,0.608543478,0.254296679
59,Sweden,Europe,Europe,Hakan-3,,unpublished,GPS,5/13/03,,,61.457,61,11.496,194,134,69,0.787499964,9.474999428,32.70000076,11.30000019,-4.800000191,11.30000019,-9.350000381,690,35.46563721,-0.678464836,64,74,10.32120171,11.30779725,0.986595535,0.145330488,0.109857836,10.81396577,0.449286957,0.272033553
79,Sweden,Europe,Europe,Hakan-23,,unpublished,GPS,5/6/09,,,61.533,61,11.644,188,128,63,0.774999857,9.916666985,33.5,11.48333263,-4.933333397,11.48333263,-9.649999619,679,37.13901901,-0.679037833,58,68,9.724899222,10.71119961,0.986300389,0.358366459,-0.103302083,10.21710041,0.398943478,0.324663795
71,Sweden,Europe,Europe,Hakan-15,,unpublished,GPS,5/5/09,,,61.572,61,16.078,187,127,62,2.854166746,8.774999619,30.60000038,11.61666679,-5.516666889,13.05000019,-6.550000191,715,30.12062645,-0.679798969,57,67,9.622782283,10.60998461,0.987202328,-0.126234499,0.050380797,10.11535616,0.562282609,0.307121154
81,Sweden,Europe,Europe,Hakan-25,,unpublished,GPS,4/24/17,,,61.584,61,11.42,176,116,51,-0.295833439,8.824999809,31.29999924,10.09999943,-6,10.09999943,-9.883333206,742,34.10601044,-0.66976244,46,56,8.550586655,9.523320366,0.972733711,0.469352966,0.174428295,9.034428018,0.387413043,0.325669525
78,Sweden,Europe,Europe,Hakan-22,,unpublished,GPS,5/11/11,,,61.662,61,15.549,192,132,67,3.220833302,8.175000191,30.39999962,13.5666666,-5.349999905,13.5666666,-6.400000095,681,32.12597275,-0.684236936,62,72,10.10811596,11.1025023,0.994386342,-0.082573692,-0.231930584,10.60469518,0.433821739,0.34931828
63,Sweden,Europe,Europe,Hakan-7,,unpublished,GPS,5/20/04,,,61.756,61,10.922,201,141,76,0.649999976,8.366666794,30.29999924,10.85000038,-4.716666698,10.85000038,-8.916666985,578,41.44575882,-0.687301625,71,81,10.99892119,12,1.001078812,0.198044644,-0.000259854,11.499293,0.38633913,0.316405243
90,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-1,,unpublished,GPS,5/16/03,,,62.408363,62,-146.81178,197,137,72,-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,-0.706958476,67,77,10.55958333,11.58823024,1.028646905,1.453868942,-1.031187567,11.07368518,0.250886957,0.342329722
91,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-2,,unpublished,GPS,5/10/01,,,62.408363,62,-146.81178,192,132,67,-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,-0.707023193,62,72,10.04633339,11.07368518,1.027351799,1.453868942,-1.031187567,10.55958333,0.250886957,0.342329722
92,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-3,,unpublished,GPS,5/19/05,,,62.408363,62,-146.81178,201,141,76,-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,-0.706752721,71,81,10.97081875,12,1.029181246,1.453868942,-1.031187567,11.48530016,0.250886957,0.342329722
93,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-4,,unpublished,GPS,5/12/01,,,62.408363,62,-146.81178,194,134,69,-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,-0.707083119,64,74,10.25149684,11.27946746,1.027970623,1.453868942,-1.031187567,10.76514873,0.250886957,0.342329722
94,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-4,,unpublished,GPS,4/7/02,,,62.408363,62,-146.81178,158,98,33,-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,-0.643971881,28,38,6.67724246,7.625921953,0.948679493,1.453868942,-1.031187567,7.14375372,0.250886957,0.342329722
