"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"153",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"154",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"155",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"156",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"157",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"158",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"159",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"160",-1.68016771584104,1.1176074216093,-1.0737070861479,0.0799104181174279,0.628273082789355,-0.21450081703795,0.267774938711605,-0.082940582945512
"161",-1.64602662046814,1.1563383002467,-0.928829120524016,0.256281622761691,0.639228051064465,-0.225311724413756,0.18665157894597,-0.0861219507893878
"162",-1.64602662046814,1.1563383002467,-0.928829120524016,0.256281622761691,0.639228051064465,-0.225311724413756,0.18665157894597,-0.0861219507893878
"163",-1.48286778919072,0.989214425138741,-1.22662412157481,-0.164886687495945,0.689065874926643,-0.226212618435498,0.251926637135912,-0.0988152848689988
"164",0.890692888779221,-1.53206526145407,0.53447370148048,-0.120724071683657,-0.359421568773113,-0.199663729848648,-0.171329729767644,-0.0498719575968925
"165",0.890692888779221,-1.53206526145407,0.53447370148048,-0.120724071683657,-0.359421568773113,-0.199663729848648,-0.171329729767644,-0.0498719575968925
"166",0.890692888779221,-1.53206526145407,0.53447370148048,-0.120724071683657,-0.359421568773113,-0.199663729848648,-0.171329729767644,-0.0498719575968925
"167",0.890692888779221,-1.53206526145407,0.53447370148048,-0.120724071683657,-0.359421568773113,-0.199663729848648,-0.171329729767644,-0.0498719575968925
"168",0.890692888779221,-1.53206526145407,0.53447370148048,-0.120724071683657,-0.359421568773113,-0.199663729848648,-0.171329729767644,-0.0498719575968925
"169",0.890692888779221,-1.53206526145407,0.53447370148048,-0.120724071683657,-0.359421568773113,-0.199663729848648,-0.171329729767644,-0.0498719575968925
"170",0.890692888779221,-1.53206526145407,0.53447370148048,-0.120724071683657,-0.359421568773113,-0.199663729848648,-0.171329729767644,-0.0498719575968925
"171",0.890692888779221,-1.53206526145407,0.53447370148048,-0.120724071683657,-0.359421568773113,-0.199663729848648,-0.171329729767644,-0.0498719575968925
"172",-1.82760934938314,1.17194422758553,-1.09349887330475,0.32323935648495,0.745318679283047,-0.240124313418806,0.231163534345556,-0.0943508891964863
"173",-1.31122803601742,0.400093275877883,-0.993945065619891,0.673637438049795,-0.712605504909478,-0.163055438233784,0.0606475470338843,0.0668551670512544
"174",-0.512980080731593,0.490224703224475,-1.15290215918855,-0.680521934493996,0.464493476950235,-0.256467631863788,0.264741696967069,-0.0928636588445613
"175",-0.734807407142817,0.50699455166402,-0.942622589028558,-0.463683903276496,0.42563176431974,-0.255151705831907,0.250589654511864,-0.0833388003928705
"176",-0.734807407142817,0.50699455166402,-0.942622589028558,-0.463683903276496,0.42563176431974,-0.255151705831907,0.250589654511864,-0.0833388003928705
"177",-0.921140611297676,0.30283643310937,-1.12027957641644,0.515939720660813,-0.530187584006,-0.188994383474558,0.140719714750254,0.033505950222932
