,Population,Region,Region2,Region3,DenID,unpublished.vs.published,unpublished.vs.published2,Estimation_Method,Study,Date_median,Date_lowerrange,Date_upperrange,Lat,Long,Lat_lowerrange,Lat_upperrange,DOY,DOY_lowerrange,DOY_upperrange,Originaldataset
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-36,251F,21,4/6/03,,,,,44.3805,,,,158,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-37,255F,21,4/12/04,,,,,44.3805,,,,163,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-38,Leopold_259F,21,4/12/03,,,,,44.3805,,,,163,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-39,340F,21,4/18/04,,,,,44.3805,,,,169,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-40,Hellrouri_353F,21,4/19/06,,,,,44.3805,,,,170,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-41,Druid_376F,21,4/21/04,,,,,44.3805,,,,172,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-42,Slough_380F,21,4/8/06,,,,,44.3805,,,,159,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-43,Specimen_427F,21,4/22/04,,,,,44.3805,,,,173,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-44,469F,21,4/25/11,,,,,44.3805,,,,176,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-44,469F,21,4/8/09,,,,,44.3805,,,,159,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-44,469F,21,4/6/08,,,,,44.3805,,,,158,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-44,469F,21,4/6/08,,,,,44.3805,,,,158,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-45,Agate_472F,21,4/3/10,,,,,44.3805,,,,154,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-45,Agate_472F,21,4/3/10,,,,,44.3805,,,,154,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-45,Agate_472F,21,4/11/08,,,,,44.3805,,,,162,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-45,Agate_472F,21,4/12/06,,,,,44.3805,,,,163,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-45,Agate_472F,21,4/8/05,,,,,44.3805,,,,159,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-46,Cougar_478F,21,5/2/14,,,,,44.3805,,,,184,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-46,Cougar_478F,21,4/29/11,,,,,44.3805,,,,180,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-46,Cougar_478F,21,5/1/10,,,,,44.3805,,,,182,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-47,Mollies_486F,21,4/15/11,,,,,44.3805,,,,166,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-47,Mollies_486F,21,4/17/10,,,,,44.3805,,,,168,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-47,Mollies_486F,21,4/24/08,,,,,44.3805,,,,165,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-47,Mollies_486F,21,4/19/07,,,,,44.3805,,,,170,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-47,Mollies_486F,21,5/1/06,,,,,44.3805,,,,182,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-48,Agate_524F,21,4/9/07,,,,,44.3805,,,,160,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-49,Cottonwood_527F,21,4/14/09,,,,,44.3805,,,,165,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-49,Cottonwood_527F,21,4/6/08,,,,,44.3805,,,,158,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-49,Cottonwood_527F,21,4/6/08,,,,,44.3805,,,,158,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-50,Druid_105F,21,4/10/06,,,,,44.3805,,,,161,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_51,Oxbow_536F,21,4/5/08,,,,,44.3805,,,,156,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_51,Oxbow_536F,21,4/9/07,,,,,44.3805,,,,160,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_51,Oxbow_536F,21,4/2/06,,,,,44.3805,,,,153,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_52,Gibbon_537F,21,5/2/09,,,,,44.3805,,,,184,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_52,Gibbon_537F,21,4/14/08,,,,,44.3805,,,,165,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_52,Gibbon_537F,21,4/24/07,,,,,44.3805,,,,165,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_52,Gibbon_537F,21,4/30/06,,,,,44.3805,,,,176,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_53,Hayden_540F,21,5/4/07,,,,,44.3805,,,,185,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_53,Hayden_540F,21,5/7/06,,,,,44.3805,,,,188,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_54,Druid_569F,21,4/2/08,,,,,44.3805,,,,153,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_54,Druid_569F,21,4/13/07,,,,,44.3805,,,,164,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_55,Druid_571F,21,4/14/08,,,,,44.3805,,,,165,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_56,Leopold_588F,21,4/19/07,,,,,44.3805,,,,170,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_57,Leopold_625F,21,4/22/08,,,,,44.3805,,,,173,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_58,Yellowstone_633F,21,4/20/13,,,,,44.3805,,,,171,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_59,Blacktail_642F,21,4/12/10,,,,,44.3805,,,,163,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_60,Blacktail_692F,21,4/12/10,,,,,44.3805,,,,163,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_61,Blacktail_693F,21,4/17/11,,,,,44.3805,,,,168,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_61,Blacktail_693F,21,4/17/10,,,,,44.3805,,,,168,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_62,Agate_715F,21,4/15/11,,,,,44.3805,,,,166,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_62,Agate_715F,21,5/1/10,,,,,44.3805,,,,182,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_62,Agate_715F,21,5/1/10,,,,,44.3805,,,,182,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_63,Mollies_779F,21,4/26/14,,,,,44.3805,,,,177,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_63,Mollies_779F,21,4/29/13,,,,,44.3805,,,,180,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_64,Mary_794F,21,4/29/12,,,,,44.3805,,,,180,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_64,Mary_794F,21,4/15/11,,,,,44.3805,,,,166,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_65,Prospect_821F,21,4/16/17,,,,,44.3805,,,,167,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_65,Prospect_821F,21,4/16/15,,,,,44.3805,,,,167,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_66,Junction_870F,21,4/9/14,,,,,44.3805,,,,160,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_66,Junction_870F,21,5/4/14,,,,,44.3805,,,,185,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_67,889F,21,4/12/14,,,,,44.3805,,,,163,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_67,889F,21,4/18/13,,,,,44.3805,,,,169,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_68,Junction_907F,21,4/19/24,,,,,44.3805,,,,170,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_68,Junction_907F,21,4/22/23,,,,,44.3805,,,,173,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_68,Junction_907F,21,4/22/22,,,,,44.3805,,,,173,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_68,Junction_907F,21,4/18/19,,,,,44.3805,,,,169,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_68,Junction_907F,21,4/21/20,,,,,44.3805,,,,172,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_69,8mile_909F,21,4/13/15,,,,,44.3805,,,,164,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_69,8mile_909F,21,4/8/14,,,,,44.3805,,,,159,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_70,Lamar_926F,21,4/27/15,,,,,44.3805,,,,179,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_70,Lamar_926F,21,4/27/14,,,,,44.3805,,,,179,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_70,Lamar_926F,21,4/28/16,,,,,44.3805,,,,180,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_71,8mile_963F,21,4/13/17,,,,,44.3805,,,,164,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_72,Junction_969F,21,4/18/19,,,,,44.3805,,,,169,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_73,Junction_970F,21,4/19/15,,,,,44.3805,,,,170,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone_73,Junction_970F,21,4/29/15,,,,,44.3805,,,,180,,,
